path_planet,path_labels,date_str
/planet/17N/17E-134N/2235_3403_13/PF-SR,/labels/2235_3403_13_17N/Labels/Raster/17N-81W-29N-L3H-SR/17N-81W-29N-L3H-SR-2018_07_01.tif,2018-07
/planet/17N/17E-134N/2235_3403_13/PF-SR,/labels/2235_3403_13_17N/Labels/Raster/17N-81W-29N-L3H-SR/17N-81W-29N-L3H-SR-2018_08_01.tif,2018-08
/planet/17N/17E-134N/2235_3403_13/PF-SR,/labels/2235_3403_13_17N/Labels/Raster/17N-81W-29N-L3H-SR/17N-81W-29N-L3H-SR-2018_09_01.tif,2018-09
/planet/17N/17E-134N/2235_3403_13/PF-SR,/labels/2235_3403_13_17N/Labels/Raster/17N-81W-29N-L3H-SR/17N-81W-29N-L3H-SR-2018_10_01.tif,2018-10
/planet/17N/17E-134N/2235_3403_13/PF-SR,/labels/2235_3403_13_17N/Labels/Raster/17N-81W-29N-L3H-SR/17N-81W-29N-L3H-SR-2018_11_01.tif,2018-11
/planet/17N/17E-134N/2235_3403_13/PF-SR,/labels/2235_3403_13_17N/Labels/Raster/17N-81W-29N-L3H-SR/17N-81W-29N-L3H-SR-2018_12_01.tif,2018-12
/planet/17N/17E-134N/2235_3403_13/PF-SR,/labels/2235_3403_13_17N/Labels/Raster/17N-81W-29N-L3H-SR/17N-81W-29N-L3H-SR-2019_01_01.tif,2019-01
/planet/17N/17E-134N/2235_3403_13/PF-SR,/labels/2235_3403_13_17N/Labels/Raster/17N-81W-29N-L3H-SR/17N-81W-29N-L3H-SR-2019_02_01.tif,2019-02
/planet/17N/17E-134N/2235_3403_13/PF-SR,/labels/2235_3403_13_17N/Labels/Raster/17N-81W-29N-L3H-SR/17N-81W-29N-L3H-SR-2019_03_01.tif,2019-03
/planet/17N/17E-134N/2235_3403_13/PF-SR,/labels/2235_3403_13_17N/Labels/Raster/17N-81W-29N-L3H-SR/17N-81W-29N-L3H-SR-2019_04_01.tif,2019-04
/planet/17N/17E-134N/2235_3403_13/PF-SR,/labels/2235_3403_13_17N/Labels/Raster/17N-81W-29N-L3H-SR/17N-81W-29N-L3H-SR-2019_05_01.tif,2019-05
/planet/17N/17E-134N/2235_3403_13/PF-SR,/labels/2235_3403_13_17N/Labels/Raster/17N-81W-29N-L3H-SR/17N-81W-29N-L3H-SR-2019_06_01.tif,2019-06
/planet/17N/17E-134N/2235_3403_13/PF-SR,/labels/2235_3403_13_17N/Labels/Raster/17N-81W-29N-L3H-SR/17N-81W-29N-L3H-SR-2019_07_01.tif,2019-07
/planet/17N/17E-134N/2235_3403_13/PF-SR,/labels/2235_3403_13_17N/Labels/Raster/17N-81W-29N-L3H-SR/17N-81W-29N-L3H-SR-2019_08_01.tif,2019-08
/planet/17N/17E-134N/2235_3403_13/PF-SR,/labels/2235_3403_13_17N/Labels/Raster/17N-81W-29N-L3H-SR/17N-81W-29N-L3H-SR-2019_09_01.tif,2019-09
/planet/17N/17E-134N/2235_3403_13/PF-SR,/labels/2235_3403_13_17N/Labels/Raster/17N-81W-29N-L3H-SR/17N-81W-29N-L3H-SR-2019_10_01.tif,2019-10
/planet/17N/17E-134N/2235_3403_13/PF-SR,/labels/2235_3403_13_17N/Labels/Raster/17N-81W-29N-L3H-SR/17N-81W-29N-L3H-SR-2019_11_01.tif,2019-11
/planet/17N/17E-134N/2235_3403_13/PF-SR,/labels/2235_3403_13_17N/Labels/Raster/17N-81W-29N-L3H-SR/17N-81W-29N-L3H-SR-2019_12_01.tif,2019-12
/planet/10N/23E-188N/1311_3077_13/PF-SR,/labels/1311_3077_13_10N/Labels/Raster/10N-122W-40N-L3H-SR/10N-122W-40N-L3H-SR-2018_01_01.tif,2018-01
/planet/10N/23E-188N/1311_3077_13/PF-SR,/labels/1311_3077_13_10N/Labels/Raster/10N-122W-40N-L3H-SR/10N-122W-40N-L3H-SR-2018_02_01.tif,2018-02
/planet/10N/23E-188N/1311_3077_13/PF-SR,/labels/1311_3077_13_10N/Labels/Raster/10N-122W-40N-L3H-SR/10N-122W-40N-L3H-SR-2018_03_01.tif,2018-03
/planet/10N/23E-188N/1311_3077_13/PF-SR,/labels/1311_3077_13_10N/Labels/Raster/10N-122W-40N-L3H-SR/10N-122W-40N-L3H-SR-2018_04_01.tif,2018-04
/planet/10N/23E-188N/1311_3077_13/PF-SR,/labels/1311_3077_13_10N/Labels/Raster/10N-122W-40N-L3H-SR/10N-122W-40N-L3H-SR-2018_05_01.tif,2018-05
/planet/10N/23E-188N/1311_3077_13/PF-SR,/labels/1311_3077_13_10N/Labels/Raster/10N-122W-40N-L3H-SR/10N-122W-40N-L3H-SR-2018_06_01.tif,2018-06
/planet/10N/23E-188N/1311_3077_13/PF-SR,/labels/1311_3077_13_10N/Labels/Raster/10N-122W-40N-L3H-SR/10N-122W-40N-L3H-SR-2018_07_01.tif,2018-07
/planet/10N/23E-188N/1311_3077_13/PF-SR,/labels/1311_3077_13_10N/Labels/Raster/10N-122W-40N-L3H-SR/10N-122W-40N-L3H-SR-2018_08_01.tif,2018-08
/planet/10N/23E-188N/1311_3077_13/PF-SR,/labels/1311_3077_13_10N/Labels/Raster/10N-122W-40N-L3H-SR/10N-122W-40N-L3H-SR-2018_09_01.tif,2018-09
/planet/10N/23E-188N/1311_3077_13/PF-SR,/labels/1311_3077_13_10N/Labels/Raster/10N-122W-40N-L3H-SR/10N-122W-40N-L3H-SR-2018_10_01.tif,2018-10
/planet/10N/23E-188N/1311_3077_13/PF-SR,/labels/1311_3077_13_10N/Labels/Raster/10N-122W-40N-L3H-SR/10N-122W-40N-L3H-SR-2018_11_01.tif,2018-11
/planet/10N/23E-188N/1311_3077_13/PF-SR,/labels/1311_3077_13_10N/Labels/Raster/10N-122W-40N-L3H-SR/10N-122W-40N-L3H-SR-2018_12_01.tif,2018-12
/planet/10N/23E-188N/1311_3077_13/PF-SR,/labels/1311_3077_13_10N/Labels/Raster/10N-122W-40N-L3H-SR/10N-122W-40N-L3H-SR-2019_01_01.tif,2019-01
/planet/10N/23E-188N/1311_3077_13/PF-SR,/labels/1311_3077_13_10N/Labels/Raster/10N-122W-40N-L3H-SR/10N-122W-40N-L3H-SR-2019_02_01.tif,2019-02
/planet/10N/23E-188N/1311_3077_13/PF-SR,/labels/1311_3077_13_10N/Labels/Raster/10N-122W-40N-L3H-SR/10N-122W-40N-L3H-SR-2019_03_01.tif,2019-03
/planet/10N/23E-188N/1311_3077_13/PF-SR,/labels/1311_3077_13_10N/Labels/Raster/10N-122W-40N-L3H-SR/10N-122W-40N-L3H-SR-2019_04_01.tif,2019-04
/planet/10N/23E-188N/1311_3077_13/PF-SR,/labels/1311_3077_13_10N/Labels/Raster/10N-122W-40N-L3H-SR/10N-122W-40N-L3H-SR-2019_05_01.tif,2019-05
/planet/10N/23E-188N/1311_3077_13/PF-SR,/labels/1311_3077_13_10N/Labels/Raster/10N-122W-40N-L3H-SR/10N-122W-40N-L3H-SR-2019_06_01.tif,2019-06
/planet/10N/23E-188N/1311_3077_13/PF-SR,/labels/1311_3077_13_10N/Labels/Raster/10N-122W-40N-L3H-SR/10N-122W-40N-L3H-SR-2019_07_01.tif,2019-07
/planet/10N/23E-188N/1311_3077_13/PF-SR,/labels/1311_3077_13_10N/Labels/Raster/10N-122W-40N-L3H-SR/10N-122W-40N-L3H-SR-2019_08_01.tif,2019-08
/planet/10N/23E-188N/1311_3077_13/PF-SR,/labels/1311_3077_13_10N/Labels/Raster/10N-122W-40N-L3H-SR/10N-122W-40N-L3H-SR-2019_09_01.tif,2019-09
/planet/10N/23E-188N/1311_3077_13/PF-SR,/labels/1311_3077_13_10N/Labels/Raster/10N-122W-40N-L3H-SR/10N-122W-40N-L3H-SR-2019_10_01.tif,2019-10
/planet/10N/23E-188N/1311_3077_13/PF-SR,/labels/1311_3077_13_10N/Labels/Raster/10N-122W-40N-L3H-SR/10N-122W-40N-L3H-SR-2019_11_01.tif,2019-11
/planet/10N/23E-188N/1311_3077_13/PF-SR,/labels/1311_3077_13_10N/Labels/Raster/10N-122W-40N-L3H-SR/10N-122W-40N-L3H-SR-2019_12_01.tif,2019-12


/planet/11N/30E-146N/1487_3335_13/PF-SR,/labels/1487_3335_13_11N/Labels/Raster/11N-114W-31N-L3H-SR/11N-114W-31N-L3H-SR-2018_01_01.tif,2018-01
/planet/11N/30E-146N/1487_3335_13/PF-SR,/labels/1487_3335_13_11N/Labels/Raster/11N-114W-31N-L3H-SR/11N-114W-31N-L3H-SR-2018_02_01.tif,2018-02
/planet/11N/30E-146N/1487_3335_13/PF-SR,/labels/1487_3335_13_11N/Labels/Raster/11N-114W-31N-L3H-SR/11N-114W-31N-L3H-SR-2018_03_01.tif,2018-03
/planet/11N/30E-146N/1487_3335_13/PF-SR,/labels/1487_3335_13_11N/Labels/Raster/11N-114W-31N-L3H-SR/11N-114W-31N-L3H-SR-2018_04_01.tif,2018-04
/planet/11N/30E-146N/1487_3335_13/PF-SR,/labels/1487_3335_13_11N/Labels/Raster/11N-114W-31N-L3H-SR/11N-114W-31N-L3H-SR-2018_05_01.tif,2018-05
/planet/11N/30E-146N/1487_3335_13/PF-SR,/labels/1487_3335_13_11N/Labels/Raster/11N-114W-31N-L3H-SR/11N-114W-31N-L3H-SR-2018_06_01.tif,2018-06
/planet/11N/30E-146N/1487_3335_13/PF-SR,/labels/1487_3335_13_11N/Labels/Raster/11N-114W-31N-L3H-SR/11N-114W-31N-L3H-SR-2018_07_01.tif,2018-07
/planet/11N/30E-146N/1487_3335_13/PF-SR,/labels/1487_3335_13_11N/Labels/Raster/11N-114W-31N-L3H-SR/11N-114W-31N-L3H-SR-2018_08_01.tif,2018-08
/planet/11N/30E-146N/1487_3335_13/PF-SR,/labels/1487_3335_13_11N/Labels/Raster/11N-114W-31N-L3H-SR/11N-114W-31N-L3H-SR-2018_09_01.tif,2018-09
/planet/11N/30E-146N/1487_3335_13/PF-SR,/labels/1487_3335_13_11N/Labels/Raster/11N-114W-31N-L3H-SR/11N-114W-31N-L3H-SR-2018_10_01.tif,2018-10
/planet/11N/30E-146N/1487_3335_13/PF-SR,/labels/1487_3335_13_11N/Labels/Raster/11N-114W-31N-L3H-SR/11N-114W-31N-L3H-SR-2018_11_01.tif,2018-11
/planet/11N/30E-146N/1487_3335_13/PF-SR,/labels/1487_3335_13_11N/Labels/Raster/11N-114W-31N-L3H-SR/11N-114W-31N-L3H-SR-2018_12_01.tif,2018-12
/planet/11N/30E-146N/1487_3335_13/PF-SR,/labels/1487_3335_13_11N/Labels/Raster/11N-114W-31N-L3H-SR/11N-114W-31N-L3H-SR-2019_01_01.tif,2019-01
/planet/11N/30E-146N/1487_3335_13/PF-SR,/labels/1487_3335_13_11N/Labels/Raster/11N-114W-31N-L3H-SR/11N-114W-31N-L3H-SR-2019_02_01.tif,2019-02
/planet/11N/30E-146N/1487_3335_13/PF-SR,/labels/1487_3335_13_11N/Labels/Raster/11N-114W-31N-L3H-SR/11N-114W-31N-L3H-SR-2019_03_01.tif,2019-03
/planet/11N/30E-146N/1487_3335_13/PF-SR,/labels/1487_3335_13_11N/Labels/Raster/11N-114W-31N-L3H-SR/11N-114W-31N-L3H-SR-2019_04_01.tif,2019-04
/planet/11N/30E-146N/1487_3335_13/PF-SR,/labels/1487_3335_13_11N/Labels/Raster/11N-114W-31N-L3H-SR/11N-114W-31N-L3H-SR-2019_05_01.tif,2019-05
/planet/11N/30E-146N/1487_3335_13/PF-SR,/labels/1487_3335_13_11N/Labels/Raster/11N-114W-31N-L3H-SR/11N-114W-31N-L3H-SR-2019_06_01.tif,2019-06
/planet/11N/30E-146N/1487_3335_13/PF-SR,/labels/1487_3335_13_11N/Labels/Raster/11N-114W-31N-L3H-SR/11N-114W-31N-L3H-SR-2019_07_01.tif,2019-07
/planet/11N/30E-146N/1487_3335_13/PF-SR,/labels/1487_3335_13_11N/Labels/Raster/11N-114W-31N-L3H-SR/11N-114W-31N-L3H-SR-2019_08_01.tif,2019-08
/planet/11N/30E-146N/1487_3335_13/PF-SR,/labels/1487_3335_13_11N/Labels/Raster/11N-114W-31N-L3H-SR/11N-114W-31N-L3H-SR-2019_09_01.tif,2019-09
/planet/11N/30E-146N/1487_3335_13/PF-SR,/labels/1487_3335_13_11N/Labels/Raster/11N-114W-31N-L3H-SR/11N-114W-31N-L3H-SR-2019_10_01.tif,2019-10
/planet/11N/30E-146N/1487_3335_13/PF-SR,/labels/1487_3335_13_11N/Labels/Raster/11N-114W-31N-L3H-SR/11N-114W-31N-L3H-SR-2019_11_01.tif,2019-11
/planet/11N/30E-146N/1487_3335_13/PF-SR,/labels/1487_3335_13_11N/Labels/Raster/11N-114W-31N-L3H-SR/11N-114W-31N-L3H-SR-2019_12_01.tif,2019-12
/planet/13N/19E-184N/1700_3100_13/PF-SR,/labels/1700_3100_13_13N/Labels/Raster/13N-105W-40N-L3H-SR/13N-105W-40N-L3H-SR-2018_01_01.tif,2018-01
/planet/13N/19E-184N/1700_3100_13/PF-SR,/labels/1700_3100_13_13N/Labels/Raster/13N-105W-40N-L3H-SR/13N-105W-40N-L3H-SR-2018_02_01.tif,2018-02
/planet/13N/19E-184N/1700_3100_13/PF-SR,/labels/1700_3100_13_13N/Labels/Raster/13N-105W-40N-L3H-SR/13N-105W-40N-L3H-SR-2018_03_01.tif,2018-03
/planet/13N/19E-184N/1700_3100_13/PF-SR,/labels/1700_3100_13_13N/Labels/Raster/13N-105W-40N-L3H-SR/13N-105W-40N-L3H-SR-2018_04_01.tif,2018-04
/planet/13N/19E-184N/1700_3100_13/PF-SR,/labels/1700_3100_13_13N/Labels/Raster/13N-105W-40N-L3H-SR/13N-105W-40N-L3H-SR-2018_05_01.tif,2018-05
/planet/13N/19E-184N/1700_3100_13/PF-SR,/labels/1700_3100_13_13N/Labels/Raster/13N-105W-40N-L3H-SR/13N-105W-40N-L3H-SR-2018_06_01.tif,2018-06
/planet/13N/19E-184N/1700_3100_13/PF-SR,/labels/1700_3100_13_13N/Labels/Raster/13N-105W-40N-L3H-SR/13N-105W-40N-L3H-SR-2018_07_01.tif,2018-07
/planet/13N/19E-184N/1700_3100_13/PF-SR,/labels/1700_3100_13_13N/Labels/Raster/13N-105W-40N-L3H-SR/13N-105W-40N-L3H-SR-2018_08_01.tif,2018-08
/planet/13N/19E-184N/1700_3100_13/PF-SR,/labels/1700_3100_13_13N/Labels/Raster/13N-105W-40N-L3H-SR/13N-105W-40N-L3H-SR-2018_09_01.tif,2018-09
/planet/13N/19E-184N/1700_3100_13/PF-SR,/labels/1700_3100_13_13N/Labels/Raster/13N-105W-40N-L3H-SR/13N-105W-40N-L3H-SR-2018_10_01.tif,2018-10
/planet/13N/19E-184N/1700_3100_13/PF-SR,/labels/1700_3100_13_13N/Labels/Raster/13N-105W-40N-L3H-SR/13N-105W-40N-L3H-SR-2018_11_01.tif,2018-11
/planet/13N/19E-184N/1700_3100_13/PF-SR,/labels/1700_3100_13_13N/Labels/Raster/13N-105W-40N-L3H-SR/13N-105W-40N-L3H-SR-2018_12_01.tif,2018-12
/planet/13N/19E-184N/1700_3100_13/PF-SR,/labels/1700_3100_13_13N/Labels/Raster/13N-105W-40N-L3H-SR/13N-105W-40N-L3H-SR-2019_01_01.tif,2019-01
/planet/13N/19E-184N/1700_3100_13/PF-SR,/labels/1700_3100_13_13N/Labels/Raster/13N-105W-40N-L3H-SR/13N-105W-40N-L3H-SR-2019_02_01.tif,2019-02
/planet/13N/19E-184N/1700_3100_13/PF-SR,/labels/1700_3100_13_13N/Labels/Raster/13N-105W-40N-L3H-SR/13N-105W-40N-L3H-SR-2019_03_01.tif,2019-03
/planet/13N/19E-184N/1700_3100_13/PF-SR,/labels/1700_3100_13_13N/Labels/Raster/13N-105W-40N-L3H-SR/13N-105W-40N-L3H-SR-2019_04_01.tif,2019-04
/planet/13N/19E-184N/1700_3100_13/PF-SR,/labels/1700_3100_13_13N/Labels/Raster/13N-105W-40N-L3H-SR/13N-105W-40N-L3H-SR-2019_05_01.tif,2019-05
/planet/13N/19E-184N/1700_3100_13/PF-SR,/labels/1700_3100_13_13N/Labels/Raster/13N-105W-40N-L3H-SR/13N-105W-40N-L3H-SR-2019_06_01.tif,2019-06
/planet/13N/19E-184N/1700_3100_13/PF-SR,/labels/1700_3100_13_13N/Labels/Raster/13N-105W-40N-L3H-SR/13N-105W-40N-L3H-SR-2019_07_01.tif,2019-07
/planet/13N/19E-184N/1700_3100_13/PF-SR,/labels/1700_3100_13_13N/Labels/Raster/13N-105W-40N-L3H-SR/13N-105W-40N-L3H-SR-2019_08_01.tif,2019-08
/planet/13N/19E-184N/1700_3100_13/PF-SR,/labels/1700_3100_13_13N/Labels/Raster/13N-105W-40N-L3H-SR/13N-105W-40N-L3H-SR-2019_09_01.tif,2019-09
/planet/13N/19E-184N/1700_3100_13/PF-SR,/labels/1700_3100_13_13N/Labels/Raster/13N-105W-40N-L3H-SR/13N-105W-40N-L3H-SR-2019_10_01.tif,2019-10
/planet/13N/19E-184N/1700_3100_13/PF-SR,/labels/1700_3100_13_13N/Labels/Raster/13N-105W-40N-L3H-SR/13N-105W-40N-L3H-SR-2019_11_01.tif,2019-11
/planet/13N/19E-184N/1700_3100_13/PF-SR,/labels/1700_3100_13_13N/Labels/Raster/13N-105W-40N-L3H-SR/13N-105W-40N-L3H-SR-2019_12_01.tif,2019-12
/planet/15N/25E-155N/2006_3280_13/PF-SR,/labels/2006_3280_13_15N/Labels/Raster/15N-91W-33N-L3H-SR/15N-91W-33N-L3H-SR-2018-01-01.tif,2018-01
/planet/15N/25E-155N/2006_3280_13/PF-SR,/labels/2006_3280_13_15N/Labels/Raster/15N-91W-33N-L3H-SR/15N-91W-33N-L3H-SR-2018-02-01.tif,2018-02
/planet/15N/25E-155N/2006_3280_13/PF-SR,/labels/2006_3280_13_15N/Labels/Raster/15N-91W-33N-L3H-SR/15N-91W-33N-L3H-SR-2018-03-01.tif,2018-03
/planet/15N/25E-155N/2006_3280_13/PF-SR,/labels/2006_3280_13_15N/Labels/Raster/15N-91W-33N-L3H-SR/15N-91W-33N-L3H-SR-2018-04-01.tif,2018-04
/planet/15N/25E-155N/2006_3280_13/PF-SR,/labels/2006_3280_13_15N/Labels/Raster/15N-91W-33N-L3H-SR/15N-91W-33N-L3H-SR-2018-05-01.tif,2018-05
/planet/15N/25E-155N/2006_3280_13/PF-SR,/labels/2006_3280_13_15N/Labels/Raster/15N-91W-33N-L3H-SR/15N-91W-33N-L3H-SR-2018-06-01.tif,2018-06
/planet/15N/25E-155N/2006_3280_13/PF-SR,/labels/2006_3280_13_15N/Labels/Raster/15N-91W-33N-L3H-SR/15N-91W-33N-L3H-SR-2018-07-01.tif,2018-07
/planet/15N/25E-155N/2006_3280_13/PF-SR,/labels/2006_3280_13_15N/Labels/Raster/15N-91W-33N-L3H-SR/15N-91W-33N-L3H-SR-2018-08-01.tif,2018-08
/planet/15N/25E-155N/2006_3280_13/PF-SR,/labels/2006_3280_13_15N/Labels/Raster/15N-91W-33N-L3H-SR/15N-91W-33N-L3H-SR-2018-09-01.tif,2018-09
/planet/15N/25E-155N/2006_3280_13/PF-SR,/labels/2006_3280_13_15N/Labels/Raster/15N-91W-33N-L3H-SR/15N-91W-33N-L3H-SR-2018-10-01.tif,2018-10
/planet/15N/25E-155N/2006_3280_13/PF-SR,/labels/2006_3280_13_15N/Labels/Raster/15N-91W-33N-L3H-SR/15N-91W-33N-L3H-SR-2018-11-01.tif,2018-11
/planet/15N/25E-155N/2006_3280_13/PF-SR,/labels/2006_3280_13_15N/Labels/Raster/15N-91W-33N-L3H-SR/15N-91W-33N-L3H-SR-2018-12-01.tif,2018-12
/planet/15N/25E-155N/2006_3280_13/PF-SR,/labels/2006_3280_13_15N/Labels/Raster/15N-91W-33N-L3H-SR/15N-91W-33N-L3H-SR-2019-01-01.tif,2019-01
/planet/15N/25E-155N/2006_3280_13/PF-SR,/labels/2006_3280_13_15N/Labels/Raster/15N-91W-33N-L3H-SR/15N-91W-33N-L3H-SR-2019-02-01.tif,2019-02
/planet/15N/25E-155N/2006_3280_13/PF-SR,/labels/2006_3280_13_15N/Labels/Raster/15N-91W-33N-L3H-SR/15N-91W-33N-L3H-SR-2019-03-01.tif,2019-03
/planet/15N/25E-155N/2006_3280_13/PF-SR,/labels/2006_3280_13_15N/Labels/Raster/15N-91W-33N-L3H-SR/15N-91W-33N-L3H-SR-2019-04-01.tif,2019-04
/planet/15N/25E-155N/2006_3280_13/PF-SR,/labels/2006_3280_13_15N/Labels/Raster/15N-91W-33N-L3H-SR/15N-91W-33N-L3H-SR-2019-05-01.tif,2019-05
/planet/15N/25E-155N/2006_3280_13/PF-SR,/labels/2006_3280_13_15N/Labels/Raster/15N-91W-33N-L3H-SR/15N-91W-33N-L3H-SR-2019-06-01.tif,2019-06
/planet/15N/25E-155N/2006_3280_13/PF-SR,/labels/2006_3280_13_15N/Labels/Raster/15N-91W-33N-L3H-SR/15N-91W-33N-L3H-SR-2019-07-01.tif,2019-07
/planet/15N/25E-155N/2006_3280_13/PF-SR,/labels/2006_3280_13_15N/Labels/Raster/15N-91W-33N-L3H-SR/15N-91W-33N-L3H-SR-2019-08-01.tif,2019-08
/planet/15N/25E-155N/2006_3280_13/PF-SR,/labels/2006_3280_13_15N/Labels/Raster/15N-91W-33N-L3H-SR/15N-91W-33N-L3H-SR-2019-09-01.tif,2019-09
/planet/15N/25E-155N/2006_3280_13/PF-SR,/labels/2006_3280_13_15N/Labels/Raster/15N-91W-33N-L3H-SR/15N-91W-33N-L3H-SR-2019-10-01.tif,2019-10
/planet/15N/25E-155N/2006_3280_13/PF-SR,/labels/2006_3280_13_15N/Labels/Raster/15N-91W-33N-L3H-SR/15N-91W-33N-L3H-SR-2019-11-01.tif,2019-11
/planet/15N/25E-155N/2006_3280_13/PF-SR,/labels/2006_3280_13_15N/Labels/Raster/15N-91W-33N-L3H-SR/15N-91W-33N-L3H-SR-2019-12-01.tif,2019-12
